epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,453.043,1.01233,0.5642,0.88299,0.87784,0.92063,0.90803,0.64294,1.08266,0.6761,0.90618,0.0013268,0.0013268,0.0013268
172,455.685,0.96838,0.54814,0.89718,0.83915,0.87302,0.88387,0.61613,1.09023,0.77909,0.91042,0.00132284,0.00132284,0.00132284
173,458.318,0.97048,0.57502,0.89112,0.84373,0.87302,0.88436,0.63657,1.07747,0.76624,0.90849,0.00131888,0.00131888,0.00131888
174,460.95,0.97836,0.54331,0.88114,0.81586,0.91434,0.91267,0.64842,1.09561,0.74789,0.91392,0.00131492,0.00131492,0.00131492
175,463.587,0.96985,0.55151,0.89615,0.87544,0.85714,0.89731,0.65907,1.08688,0.70823,0.90459,0.00131096,0.00131096,0.00131096
176,466.233,0.97248,0.56294,0.88664,0.86604,0.85714,0.9084,0.66429,1.04972,0.69265,0.89517,0.001307,0.001307,0.001307
177,468.875,1.03444,0.56426,0.92038,0.84695,0.87841,0.91913,0.66038,1.06531,0.6594,0.90901,0.00130304,0.00130304,0.00130304
178,471.505,1.00061,0.55766,0.89555,0.87331,0.90476,0.91332,0.64113,1.10013,0.6874,0.91309,0.00129908,0.00129908,0.00129908
179,474.125,0.95772,0.54651,0.90128,0.86874,0.90476,0.91147,0.6648,1.0557,0.69351,0.90292,0.00129512,0.00129512,0.00129512
180,476.762,0.95477,0.51204,0.88529,0.83778,0.90179,0.88879,0.64853,1.08503,0.71534,0.91438,0.00129116,0.00129116,0.00129116
181,479.398,0.98168,0.56218,0.89439,0.83516,0.90476,0.8969,0.63014,1.12746,0.70558,0.92258,0.0012872,0.0012872,0.0012872
182,482.058,0.96818,0.55612,0.89218,0.87224,0.86698,0.90384,0.64059,1.12056,0.71769,0.92561,0.00128324,0.00128324,0.00128324
183,484.701,0.95195,0.5458,0.88359,0.86032,0.88889,0.8996,0.64999,1.09733,0.72886,0.9309,0.00127928,0.00127928,0.00127928
184,487.324,1.00954,0.54774,0.9012,0.85536,0.87302,0.89386,0.64795,1.08668,0.74699,0.92107,0.00127532,0.00127532,0.00127532
185,489.955,0.94879,0.5143,0.87541,0.88283,0.83722,0.88931,0.64034,1.05822,0.78676,0.90252,0.00127136,0.00127136,0.00127136
186,492.582,0.90793,0.50272,0.8633,0.92098,0.79365,0.90048,0.65169,1.04776,0.78585,0.90224,0.0012674,0.0012674,0.0012674
187,495.208,0.95388,0.54474,0.87381,0.87638,0.85714,0.90171,0.6581,1.01869,0.76121,0.89321,0.00126344,0.00126344,0.00126344
188,497.835,0.94074,0.52511,0.89228,0.88353,0.90476,0.90763,0.64745,1.1272,0.69885,0.91958,0.00125948,0.00125948,0.00125948
189,500.454,0.95217,0.52447,0.87346,0.91499,0.85423,0.92342,0.64777,1.16576,0.67562,0.93694,0.00125552,0.00125552,0.00125552
190,503.072,0.91103,0.49965,0.87809,0.84633,0.87422,0.91501,0.67257,1.07543,0.67254,0.9152,0.00125156,0.00125156,0.00125156
191,505.703,0.97737,0.53774,0.87501,0.84208,0.74603,0.83894,0.60098,1.08768,0.86236,0.91232,0.0012476,0.0012476,0.0012476
192,508.326,0.93482,0.52716,0.88912,0.85881,0.79365,0.87089,0.6209,1.13367,0.7966,0.92832,0.00124364,0.00124364,0.00124364
193,510.959,0.96265,0.53495,0.89126,0.83629,0.89195,0.88813,0.65262,1.04224,0.6916,0.89903,0.00123968,0.00123968,0.00123968
194,513.586,0.94884,0.50803,0.89284,0.85569,0.88889,0.87796,0.64528,1.02646,0.68845,0.89732,0.00123572,0.00123572,0.00123572
195,516.211,0.96074,0.54546,0.8781,0.84629,0.90476,0.86928,0.62137,1.0604,0.69661,0.90705,0.00123176,0.00123176,0.00123176
196,518.847,0.9141,0.50201,0.87972,0.86497,0.91517,0.88212,0.64255,1.09282,0.6977,0.91972,0.0012278,0.0012278,0.0012278
197,521.474,0.96135,0.52009,0.88814,0.90549,0.91251,0.89584,0.64817,1.0801,0.66855,0.91776,0.00122384,0.00122384,0.00122384
198,524.091,0.92262,0.51319,0.8896,0.85645,0.95238,0.89887,0.65503,1.07882,0.67398,0.91293,0.00121988,0.00121988,0.00121988
199,526.721,0.95924,0.51015,0.89671,0.88878,0.88889,0.90409,0.65846,1.11983,0.70445,0.91961,0.00121592,0.00121592,0.00121592
200,529.337,0.91925,0.49668,0.88582,0.86897,0.85714,0.90967,0.66474,1.08469,0.6693,0.90922,0.00121196,0.00121196,0.00121196
201,531.966,0.93557,0.51281,0.88091,0.88717,0.80952,0.88969,0.6458,1.08701,0.72706,0.91216,0.001208,0.001208,0.001208
202,534.586,0.91032,0.49507,0.87189,0.8825,0.80952,0.88999,0.64354,1.10482,0.7164,0.91585,0.00120404,0.00120404,0.00120404
203,537.211,0.93712,0.5016,0.88417,0.93173,0.7619,0.8838,0.63457,1.10099,0.72312,0.91608,0.00120008,0.00120008,0.00120008
204,539.843,0.92281,0.50782,0.88975,0.85488,0.85714,0.90206,0.65539,1.06306,0.70759,0.90572,0.00119612,0.00119612,0.00119612
205,542.474,0.93873,0.51288,0.89386,0.8621,0.89312,0.90013,0.65829,1.06396,0.70703,0.90977,0.00119216,0.00119216,0.00119216
206,545.095,0.95803,0.54,0.87914,0.87541,0.87302,0.89835,0.65212,1.09799,0.6823,0.92503,0.0011882,0.0011882,0.0011882
207,547.73,0.89562,0.50833,0.85937,0.87129,0.85965,0.8828,0.657,1.03892,0.67135,0.90569,0.00118424,0.00118424,0.00118424
208,550.353,0.93171,0.53537,0.88258,0.88189,0.87302,0.87693,0.65842,1.0093,0.66872,0.89908,0.00118028,0.00118028,0.00118028
209,552.986,0.9612,0.52457,0.87304,0.88752,0.87673,0.89199,0.64712,1.03326,0.6631,0.90276,0.00117632,0.00117632,0.00117632
210,555.611,0.92285,0.48825,0.85751,0.8724,0.86828,0.88521,0.62949,1.06412,0.67979,0.91108,0.00117236,0.00117236,0.00117236
211,558.235,0.91233,0.50778,0.8855,0.89968,0.85413,0.88907,0.62151,1.06528,0.66195,0.92234,0.0011684,0.0011684,0.0011684
212,560.866,0.92736,0.51406,0.87488,0.88131,0.87302,0.90269,0.62704,1.13816,0.66565,0.94643,0.00116444,0.00116444,0.00116444
213,563.49,0.98462,0.5281,0.90642,0.87441,0.88414,0.89178,0.61803,1.13701,0.72598,0.93809,0.00116048,0.00116048,0.00116048
214,566.112,0.95529,0.51901,0.89181,0.86971,0.85714,0.89047,0.64869,1.10055,0.71837,0.93506,0.00115652,0.00115652,0.00115652
215,568.747,0.98062,0.52616,0.87684,0.90317,0.88889,0.9251,0.65306,1.16524,0.67535,0.95119,0.00115256,0.00115256,0.00115256
216,571.373,0.94321,0.55109,0.88733,0.93163,0.87302,0.92649,0.65533,1.18166,0.68106,0.9489,0.0011486,0.0011486,0.0011486
217,574.009,0.91587,0.51182,0.87624,0.88846,0.88506,0.88741,0.64201,1.10183,0.7148,0.93115,0.00114464,0.00114464,0.00114464
218,576.637,0.87063,0.49486,0.8714,0.8774,0.87302,0.89159,0.64987,1.11585,0.70137,0.93447,0.00114068,0.00114068,0.00114068
219,579.26,0.87177,0.48527,0.8622,0.89964,0.85373,0.91548,0.67129,1.0858,0.69133,0.91704,0.00113672,0.00113672,0.00113672
220,581.888,0.91618,0.51533,0.88386,0.86246,0.87302,0.91397,0.65452,1.10587,0.70569,0.91846,0.00113276,0.00113276,0.00113276
221,584.508,0.89069,0.49567,0.87094,0.86338,0.90282,0.92015,0.67091,1.09432,0.68035,0.92165,0.0011288,0.0011288,0.0011288
222,587.135,0.87362,0.50667,0.86385,0.88523,0.87302,0.91863,0.67534,1.07156,0.70298,0.91642,0.00112484,0.00112484,0.00112484
223,589.767,0.92463,0.50321,0.87476,0.87143,0.8607,0.88544,0.65448,1.06471,0.72263,0.91308,0.00112088,0.00112088,0.00112088
224,592.392,0.87593,0.4843,0.87657,0.85263,0.91841,0.89287,0.66386,1.07758,0.68721,0.92007,0.00111692,0.00111692,0.00111692
225,595.029,0.91039,0.48127,0.86187,0.85469,0.92063,0.91728,0.69445,1.02585,0.68368,0.896,0.00111296,0.00111296,0.00111296
226,597.656,0.91142,0.4973,0.8854,0.8785,0.91818,0.91897,0.69528,1.02255,0.66718,0.89345,0.001109,0.001109,0.001109
227,600.279,0.89369,0.5163,0.87541,0.86367,0.92063,0.91907,0.69065,1.02386,0.64705,0.89413,0.00110504,0.00110504,0.00110504
228,602.912,0.88814,0.50848,0.87507,0.89709,0.87302,0.917,0.69919,1.01407,0.63588,0.88975,0.00110108,0.00110108,0.00110108
229,605.613,0.8858,0.48133,0.87529,0.86781,0.90476,0.90775,0.675,1.01882,0.6594,0.88743,0.00109712,0.00109712,0.00109712
230,608.236,0.89012,0.50723,0.88692,0.8903,0.92063,0.91085,0.66866,1.05148,0.70419,0.89749,0.00109316,0.00109316,0.00109316
231,610.871,0.83807,0.47751,0.86614,0.92533,0.92063,0.93766,0.69124,1.05403,0.62646,0.8987,0.0010892,0.0010892,0.0010892
232,613.509,0.87288,0.48241,0.87005,0.91773,0.88889,0.93616,0.68952,1.05028,0.60518,0.89961,0.00108524,0.00108524,0.00108524
233,616.143,0.88897,0.52876,0.86193,0.90992,0.88889,0.93246,0.70002,1.03478,0.627,0.89256,0.00108128,0.00108128,0.00108128
234,618.84,0.87846,0.48221,0.87065,0.9103,0.88889,0.93411,0.70223,1.05342,0.64198,0.90081,0.00107732,0.00107732,0.00107732
235,621.527,0.87863,0.48509,0.86266,0.91453,0.88889,0.93244,0.68706,1.08064,0.63403,0.90823,0.00107336,0.00107336,0.00107336
236,624.159,0.92415,0.4966,0.89023,0.92787,0.87302,0.93102,0.6886,1.04877,0.60877,0.89891,0.0010694,0.0010694,0.0010694
237,626.785,0.90513,0.49362,0.88491,0.93198,0.87302,0.93925,0.70304,1.02123,0.59939,0.89464,0.00106544,0.00106544,0.00106544
238,629.48,0.95377,0.51088,0.87872,0.93044,0.87302,0.94315,0.70345,1.00218,0.59557,0.89233,0.00106148,0.00106148,0.00106148
239,632.19,0.85432,0.47211,0.85607,0.92145,0.8254,0.9295,0.69106,1.00469,0.65258,0.88823,0.00105752,0.00105752,0.00105752
240,634.814,0.85434,0.47444,0.86619,0.88972,0.85714,0.93452,0.70443,1.01202,0.64647,0.89153,0.00105356,0.00105356,0.00105356
241,637.528,0.84405,0.46758,0.86958,0.92896,0.87302,0.94926,0.71163,1.01266,0.60722,0.88761,0.0010496,0.0010496,0.0010496
242,640.226,0.84893,0.46581,0.86911,0.93349,0.89121,0.95044,0.71647,1.00541,0.60014,0.88535,0.00104564,0.00104564,0.00104564
243,642.919,0.89891,0.47677,0.87736,0.93219,0.92063,0.94593,0.7013,1.02022,0.60539,0.891,0.00104168,0.00104168,0.00104168
244,645.556,0.8301,0.44606,0.87282,0.90359,0.89264,0.94077,0.69604,1.04289,0.62137,0.89721,0.00103772,0.00103772,0.00103772
245,648.194,0.89424,0.4745,0.85951,0.90399,0.89683,0.9355,0.70618,1.0186,0.63616,0.88919,0.00103376,0.00103376,0.00103376
246,650.825,0.8785,0.47954,0.8729,0.90036,0.90476,0.92701,0.69787,1.01705,0.64347,0.88696,0.0010298,0.0010298,0.0010298
247,653.458,0.88954,0.48195,0.87227,0.88794,0.90476,0.92311,0.69345,1.033,0.64051,0.89862,0.00102584,0.00102584,0.00102584
248,656.083,0.8844,0.49784,0.88641,0.91756,0.88337,0.91841,0.68706,1.01833,0.62546,0.89385,0.00102188,0.00102188,0.00102188
249,658.729,0.85717,0.48783,0.86215,0.86068,0.88889,0.90148,0.67354,0.98866,0.64132,0.88389,0.00101792,0.00101792,0.00101792
250,661.36,0.85532,0.47072,0.8696,0.89149,0.85714,0.9009,0.66925,1.00726,0.65104,0.88397,0.00101396,0.00101396,0.00101396
251,663.992,0.88137,0.48419,0.87223,0.84932,0.90476,0.90426,0.65666,1.03102,0.62677,0.89052,0.00101,0.00101,0.00101
252,666.628,0.84083,0.4732,0.86706,0.89815,0.88889,0.91968,0.67309,1.02358,0.62545,0.89026,0.00100604,0.00100604,0.00100604
253,669.254,0.89992,0.48853,0.88726,0.86928,0.95238,0.92907,0.67997,1.0447,0.60437,0.89488,0.00100208,0.00100208,0.00100208
254,671.873,0.87078,0.48358,0.87182,0.88057,0.93626,0.93757,0.67504,1.09726,0.60083,0.9096,0.00099812,0.00099812,0.00099812
255,674.507,0.86818,0.47373,0.87707,0.89021,0.90476,0.94496,0.67653,1.09463,0.59539,0.90381,0.00099416,0.00099416,0.00099416
256,677.132,0.90777,0.48673,0.8578,0.86559,0.92063,0.93636,0.67076,1.08434,0.62069,0.90241,0.0009902,0.0009902,0.0009902
257,679.76,0.8994,0.49994,0.86734,0.8385,0.90658,0.92211,0.66336,1.11497,0.65213,0.91701,0.00098624,0.00098624,0.00098624
258,682.387,0.89429,0.50841,0.86113,0.86857,0.88889,0.91081,0.6567,1.11256,0.65062,0.91185,0.00098228,0.00098228,0.00098228
259,685.008,0.87763,0.48929,0.86609,0.87762,0.88889,0.90771,0.64196,1.11496,0.67324,0.91048,0.00097832,0.00097832,0.00097832
260,687.643,0.85292,0.47329,0.87098,0.91436,0.90476,0.91762,0.66108,1.08321,0.66446,0.90318,0.00097436,0.00097436,0.00097436
261,690.268,0.89378,0.48681,0.86129,0.90721,0.90476,0.91662,0.65977,1.07034,0.64863,0.9026,0.0009704,0.0009704,0.0009704
262,692.901,0.88229,0.48285,0.86518,0.91901,0.90476,0.91328,0.67165,1.06972,0.6423,0.90268,0.00096644,0.00096644,0.00096644
263,695.544,0.85962,0.46354,0.86701,0.91626,0.90476,0.91418,0.65782,1.06368,0.66506,0.90123,0.00096248,0.00096248,0.00096248
264,698.166,0.87151,0.4923,0.85313,0.91676,0.90476,0.91506,0.64946,1.06783,0.67783,0.90337,0.00095852,0.00095852,0.00095852
265,700.794,0.82604,0.45465,0.86543,0.8584,0.92063,0.91254,0.65431,1.0891,0.65423,0.90947,0.00095456,0.00095456,0.00095456
266,703.428,0.81624,0.43795,0.87608,0.87261,0.88889,0.91791,0.65512,1.08551,0.64125,0.90998,0.0009506,0.0009506,0.0009506
267,706.054,0.85585,0.45988,0.86026,0.87804,0.91431,0.92441,0.67094,1.08668,0.63617,0.91122,0.00094664,0.00094664,0.00094664
268,708.685,0.88105,0.471,0.86944,0.91744,0.88205,0.92519,0.68824,1.05263,0.61664,0.90245,0.00094268,0.00094268,0.00094268
269,711.308,0.8624,0.46282,0.86041,0.91691,0.87582,0.92544,0.68708,1.05812,0.61165,0.90577,0.00093872,0.00093872,0.00093872
270,713.937,0.8696,0.45428,0.84858,0.91835,0.89271,0.92958,0.68224,1.08679,0.63322,0.91558,0.00093476,0.00093476,0.00093476
271,716.573,0.84284,0.46786,0.86384,0.92178,0.93527,0.92372,0.68273,1.04917,0.6164,0.9029,0.0009308,0.0009308,0.0009308
272,719.194,0.857,0.46339,0.86488,0.86491,0.93651,0.91138,0.66258,1.03924,0.62581,0.89807,0.00092684,0.00092684,0.00092684
273,721.843,0.85785,0.44604,0.86912,0.84539,0.92063,0.91629,0.67598,1.05816,0.62644,0.90207,0.00092288,0.00092288,0.00092288
274,724.474,0.83098,0.44155,0.85735,0.89368,0.87302,0.91382,0.67359,1.06859,0.64278,0.90257,0.00091892,0.00091892,0.00091892
275,727.103,0.82409,0.44075,0.86236,0.91199,0.88889,0.91611,0.66253,1.07934,0.6552,0.90381,0.00091496,0.00091496,0.00091496
276,729.735,0.8126,0.45575,0.86763,0.91202,0.88889,0.91873,0.68065,1.05176,0.64851,0.89565,0.000911,0.000911,0.000911
277,732.359,0.83487,0.48193,0.8628,0.9032,0.88889,0.92571,0.68632,1.03918,0.62909,0.89568,0.00090704,0.00090704,0.00090704
278,734.974,0.81554,0.45337,0.85953,0.91629,0.86877,0.92496,0.67522,1.04732,0.62469,0.89498,0.00090308,0.00090308,0.00090308
279,737.608,0.8403,0.47318,0.85646,0.85117,0.92063,0.90744,0.63586,1.11715,0.65166,0.91507,0.00089912,0.00089912,0.00089912
280,740.239,0.89818,0.49087,0.86615,0.8579,0.92063,0.90969,0.63227,1.15969,0.68277,0.9321,0.00089516,0.00089516,0.00089516
281,742.877,0.89931,0.47733,0.86742,0.87272,0.93651,0.89248,0.64665,1.12701,0.68348,0.92469,0.0008912,0.0008912,0.0008912
282,745.505,0.82973,0.44708,0.87284,0.87418,0.93651,0.90097,0.65102,1.10526,0.65827,0.91532,0.00088724,0.00088724,0.00088724
283,748.13,0.80851,0.46476,0.86234,0.86747,0.93507,0.9038,0.65123,1.0836,0.64065,0.91461,0.00088328,0.00088328,0.00088328
284,750.765,0.8398,0.46151,0.86797,0.88516,0.93651,0.92173,0.66096,1.05061,0.64716,0.90741,0.00087932,0.00087932,0.00087932
285,753.409,0.81858,0.43902,0.85274,0.89212,0.91884,0.93209,0.67389,1.04564,0.61946,0.90634,0.00087536,0.00087536,0.00087536
286,756.034,0.83102,0.47029,0.84779,0.88957,0.92063,0.93593,0.69036,1.05104,0.58846,0.90685,0.0008714,0.0008714,0.0008714
287,758.661,0.85109,0.46434,0.8892,0.90489,0.9061,0.92911,0.69329,1.03627,0.61442,0.90165,0.00086744,0.00086744,0.00086744
288,761.285,0.86455,0.45789,0.8789,0.88784,0.92063,0.92397,0.68414,1.02719,0.62391,0.89623,0.00086348,0.00086348,0.00086348
289,763.928,0.86108,0.4661,0.85848,0.89008,0.92063,0.93465,0.68132,1.06782,0.63784,0.90539,0.00085952,0.00085952,0.00085952
290,766.559,0.84995,0.47416,0.87147,0.9205,0.91899,0.93484,0.68063,1.06272,0.62708,0.90393,0.00085556,0.00085556,0.00085556
291,769.185,0.83466,0.43496,0.87751,0.91841,0.89341,0.93291,0.68294,1.05877,0.61257,0.90322,0.0008516,0.0008516,0.0008516
292,771.835,0.8552,0.47011,0.87135,0.86686,0.87302,0.9131,0.66827,1.04985,0.6529,0.90167,0.00084764,0.00084764,0.00084764
293,774.46,0.79084,0.4453,0.84838,0.88522,0.88889,0.91564,0.66656,1.03618,0.6412,0.89815,0.00084368,0.00084368,0.00084368
294,777.085,0.86206,0.46382,0.85979,0.88011,0.93226,0.93109,0.68466,1.03813,0.62212,0.89854,0.00083972,0.00083972,0.00083972
295,779.743,0.84177,0.45656,0.88139,0.89103,0.90854,0.94183,0.69274,1.06272,0.65152,0.90645,0.00083576,0.00083576,0.00083576
296,782.364,0.83129,0.45695,0.85276,0.85941,0.92063,0.93429,0.68539,1.0584,0.69011,0.90461,0.0008318,0.0008318,0.0008318
297,785,0.82356,0.45127,0.86274,0.88548,0.90476,0.93682,0.66821,1.08928,0.6812,0.9143,0.00082784,0.00082784,0.00082784
298,787.628,0.81921,0.47215,0.86348,0.90215,0.92063,0.93492,0.68046,1.07968,0.65197,0.90846,0.00082388,0.00082388,0.00082388
299,790.246,0.80565,0.43373,0.84425,0.91349,0.90476,0.93667,0.68715,1.06262,0.63772,0.90271,0.00081992,0.00081992,0.00081992
300,792.885,0.82956,0.45513,0.8689,0.90474,0.90451,0.93904,0.71035,1.02672,0.65937,0.8927,0.00081596,0.00081596,0.00081596
301,795.51,0.80552,0.4454,0.85787,0.90568,0.88889,0.93357,0.69132,1.03993,0.68841,0.8972,0.000812,0.000812,0.000812
302,798.134,0.8001,0.48456,0.85293,0.91941,0.88889,0.93773,0.68939,1.06985,0.68753,0.90558,0.00080804,0.00080804,0.00080804
303,800.76,0.83683,0.45724,0.84796,0.91946,0.92063,0.93846,0.68487,1.06921,0.64155,0.9031,0.00080408,0.00080408,0.00080408
304,803.389,0.79768,0.44751,0.84725,0.90477,0.93651,0.93024,0.67644,1.06792,0.6442,0.90124,0.00080012,0.00080012,0.00080012
305,806.032,0.78204,0.42638,0.86415,0.89262,0.90476,0.93668,0.67881,1.10825,0.67335,0.91605,0.00079616,0.00079616,0.00079616
306,808.669,0.77349,0.4436,0.86557,0.87623,0.93651,0.93399,0.68678,1.08202,0.66197,0.90446,0.0007922,0.0007922,0.0007922
307,811.292,0.81946,0.45401,0.84863,0.88209,0.95004,0.93575,0.67956,1.07044,0.65706,0.90034,0.00078824,0.00078824,0.00078824
308,813.928,0.78698,0.42801,0.83798,0.8798,0.95238,0.94272,0.68157,1.08382,0.601,0.90669,0.00078428,0.00078428,0.00078428
309,816.55,0.78512,0.42229,0.83501,0.93129,0.92063,0.94071,0.67855,1.0698,0.61633,0.90151,0.00078032,0.00078032,0.00078032
310,819.174,0.7798,0.43686,0.85843,0.90439,0.93651,0.93883,0.69123,1.03913,0.63327,0.89017,0.00077636,0.00077636,0.00077636
311,821.826,0.77791,0.42316,0.84855,0.88656,0.93651,0.93829,0.67997,1.07542,0.65243,0.89578,0.0007724,0.0007724,0.0007724
312,824.454,0.77664,0.43771,0.85554,0.88838,0.93651,0.93583,0.67444,1.08552,0.64637,0.90046,0.00076844,0.00076844,0.00076844
313,827.103,0.74266,0.40825,0.8458,0.892,0.91769,0.94333,0.68842,1.06266,0.619,0.90257,0.00076448,0.00076448,0.00076448
314,829.735,0.81832,0.46503,0.86735,0.89323,0.90476,0.94411,0.69287,1.06803,0.61344,0.90407,0.00076052,0.00076052,0.00076052
315,832.353,0.77986,0.44078,0.86186,0.88868,0.90476,0.94325,0.68577,1.05751,0.62146,0.89938,0.00075656,0.00075656,0.00075656
316,834.987,0.86042,0.44073,0.86104,0.88589,0.92063,0.94373,0.68356,1.07814,0.62381,0.90916,0.0007526,0.0007526,0.0007526
317,837.604,0.81786,0.44998,0.8566,0.91774,0.90476,0.94189,0.68021,1.07651,0.61638,0.90241,0.00074864,0.00074864,0.00074864
318,840.24,0.78518,0.43183,0.8389,0.90434,0.90037,0.93808,0.68778,1.07434,0.61183,0.89454,0.00074468,0.00074468,0.00074468
319,842.879,0.75573,0.41763,0.84466,0.91806,0.88919,0.94132,0.69207,1.05539,0.6264,0.89017,0.00074072,0.00074072,0.00074072
320,845.493,0.78017,0.44508,0.83554,0.90424,0.88889,0.93728,0.69144,1.04776,0.64785,0.88832,0.00073676,0.00073676,0.00073676
321,848.126,0.80668,0.43839,0.85705,0.87115,0.93651,0.92138,0.68102,1.02058,0.64109,0.88357,0.0007328,0.0007328,0.0007328
322,850.75,0.81408,0.44642,0.8496,0.89065,0.90501,0.9163,0.66947,1.03218,0.63728,0.88992,0.00072884,0.00072884,0.00072884
323,853.377,0.78869,0.43194,0.84755,0.89043,0.903,0.92306,0.66884,1.05302,0.63407,0.89918,0.00072488,0.00072488,0.00072488
324,856.026,0.80088,0.44401,0.85556,0.86372,0.93651,0.92187,0.66612,1.04796,0.66805,0.89376,0.00072092,0.00072092,0.00072092
325,858.661,0.79254,0.451,0.86194,0.86645,0.95238,0.92295,0.67737,1.0298,0.6579,0.89256,0.00071696,0.00071696,0.00071696
326,861.328,0.82499,0.46055,0.85742,0.86759,0.95238,0.92903,0.68771,1.01297,0.63385,0.89097,0.000713,0.000713,0.000713
327,863.97,0.76715,0.41445,0.86163,0.88016,0.93268,0.92028,0.67365,1.05601,0.64866,0.90089,0.00070904,0.00070904,0.00070904
328,866.591,0.79531,0.44186,0.83599,0.89531,0.95026,0.92026,0.67138,1.06248,0.64006,0.89991,0.00070508,0.00070508,0.00070508
329,869.223,0.76861,0.43221,0.84614,0.91616,0.90476,0.93502,0.69228,1.03392,0.60626,0.89695,0.00070112,0.00070112,0.00070112
330,871.846,0.82052,0.44691,0.86297,0.91775,0.88889,0.93966,0.68936,1.0461,0.60988,0.90111,0.00069716,0.00069716,0.00069716
331,874.465,0.77093,0.42338,0.84561,0.92113,0.88889,0.93662,0.68547,1.05798,0.62372,0.90016,0.0006932,0.0006932,0.0006932
332,877.097,0.78038,0.4257,0.84596,0.91623,0.86809,0.92709,0.68038,1.07475,0.65451,0.90395,0.00068924,0.00068924,0.00068924
333,879.715,0.79888,0.45563,0.8632,0.90819,0.87302,0.92874,0.68014,1.07414,0.65097,0.9074,0.00068528,0.00068528,0.00068528
334,882.336,0.80653,0.46055,0.866,0.91797,0.88817,0.93002,0.67992,1.0767,0.63352,0.91059,0.00068132,0.00068132,0.00068132
335,884.974,0.75478,0.41318,0.85175,0.909,0.90476,0.9321,0.69277,1.07866,0.61032,0.90252,0.00067736,0.00067736,0.00067736
336,887.595,0.82826,0.45634,0.85249,0.90507,0.90801,0.93692,0.68433,1.10756,0.61917,0.90786,0.0006734,0.0006734,0.0006734
337,890.228,0.82684,0.45428,0.8558,0.89571,0.92063,0.93997,0.68306,1.08696,0.60727,0.9131,0.00066944,0.00066944,0.00066944
338,892.855,0.78369,0.42152,0.83991,0.88615,0.93651,0.93297,0.68501,1.06526,0.60153,0.90838,0.00066548,0.00066548,0.00066548
339,895.48,0.79767,0.44502,0.84936,0.87419,0.92063,0.92467,0.68379,1.06977,0.61558,0.90684,0.00066152,0.00066152,0.00066152
340,898.109,0.76824,0.43561,0.84549,0.86825,0.93651,0.93,0.66906,1.10058,0.62953,0.91318,0.00065756,0.00065756,0.00065756
341,900.723,0.75718,0.42408,0.85856,0.8894,0.95238,0.93568,0.67666,1.07186,0.61464,0.90766,0.0006536,0.0006536,0.0006536
342,903.343,0.737,0.40949,0.84199,0.89547,0.95186,0.94273,0.69126,1.05882,0.6087,0.9035,0.00064964,0.00064964,0.00064964
